time,dx_obs,dy_obs,dz_obs
0.01,0.0,0.0,0.0
0.02,0.0,0.0,-0.013314927229185394
0.03,0.0,0.0,-0.0237460053238426
0.04,0.0,0.0,-0.03141878653370648
0.05,0.0,0.0,-0.03651213357881467
0.060000000000000005,0.0,0.0,-0.03924892758069436
0.07,0.0,0.0,-0.039779766379716315
0.08,0.0,0.0,-0.046297294152085236
0.09,0.0,0.0,-0.0509813522570885
0.09999999999999999,0.0,0.0,-0.05438966429440976
0.10999999999999999,0.0,0.0,-0.057190398978176196
0.11999999999999998,0.0,0.0,-0.06004441309049275
0.12999999999999998,0.0,0.0,-0.06827522445226146
0.13999999999999999,0.0,0.0,-0.07598495653346696
0.15,0.0,0.0,-0.0836168767871618
0.16,0.0,0.0,-0.09154515511448061
0.17,0.0,0.0,-0.10407584753834451
0.18000000000000002,0.0,0.0,-0.11654351926576484
0.19000000000000003,0.0,0.0,-0.1292489280219229
0.20000000000000004,0.0,0.0,-0.14244179505314553
0.21000000000000005,0.0,0.0,-0.15632287490116015
0.22000000000000006,0.0,0.0,-0.17247896827075906
0.23000000000000007,0.0,0.0,-0.18932803934611198
0.24000000000000007,0.0,0.0,-0.20700556908196785
0.25000000000000006,0.0,0.0,-0.22561725262114923
0.26000000000000006,0.0,0.0,-0.24339927192039132
0.2700000000000001,0.0,0.0,-0.2593709963229778
0.2800000000000001,0.0,0.0,-0.2773758934719058
0.2900000000000001,0.0,0.0,-0.29726793117251094
0.3000000000000001,0.0,0.0,-0.3189314606559521
0.3100000000000001,0.0,0.0,-0.34226928464134637
0.3200000000000001,0.0,0.0,-0.3639575973706758
0.3300000000000001,0.0,0.0,-0.3877184347299213
0.34000000000000014,0.0,0.0,-0.41338665225113097
0.35000000000000014,0.0,0.0,-0.4408243241629264
0.36000000000000015,0.0,0.0,-0.4645435934428605
0.37000000000000016,0.0,0.0,-0.4906908365024955
0.38000000000000017,0.0,0.0,-0.5190228726363711
0.3900000000000002,0.0,0.0,-0.5493404637482527
0.4000000000000002,0.0,0.0,-0.5814737991424743
0.4100000000000002,0.0,0.0,-0.6061973805395459
0.4200000000000002,0.0,0.0,-0.6339072677322898
0.4300000000000002,0.0,0.0,-0.664240703691268
0.4400000000000002,0.0,0.0,-0.6969086787403288
0.45000000000000023,0.0,0.0,-0.7248275214822613
0.46000000000000024,0.0,0.0,-0.755698456211431
0.47000000000000025,0.0,0.0,-0.7832659651993304
0.48000000000000026,0.0,0.0,-0.8140900322754421
0.49000000000000027,0.0,0.0,-0.8477500153040007
0.5000000000000002,0.0,0.0,-0.8839065324038304
0.5100000000000002,0.0,0.0,-0.9222745323366447
0.5200000000000002,0.0,0.0,-0.9577164855661352
0.5300000000000002,0.0,0.0,-0.9955855442719916
0.5400000000000003,0.0,0.0,-1.0355986408896782
0.5500000000000003,0.0,0.0,-1.077510700510989
0.5600000000000003,0.0,0.0,-1.1137506261869132
0.5700000000000003,0.0,0.0,-1.1524644576463912
0.5800000000000003,0.0,0.0,-1.193351611247117
0.5900000000000003,0.0,0.0,-1.2361524919267444
0.6000000000000003,0.0,0.0,-1.2744509879368493
0.6100000000000003,0.0,0.0,-1.3150376460635713
0.6200000000000003,0.0,0.0,-1.3576291852283513
0.6300000000000003,0.0,0.0,-1.4019778847265216
0.6400000000000003,0.0,0.0,-1.4478632499076376
0.6500000000000004,0.0,0.0,-1.4808428988382298
0.6600000000000004,0.0,0.0,-1.5169075634939702
0.6700000000000004,0.0,0.0,-1.555636221944638
0.6800000000000004,0.0,0.0,-1.5966763397538104
0.6900000000000004,0.0,0.0,-1.6325523717276238
0.7000000000000004,0.0,0.0,-1.6711525329213321
0.7100000000000004,0.0,0.0,-1.7056272563451464
0.7200000000000004,0.0,0.0,-1.7430607308413915
0.7300000000000004,0.0,0.0,-1.7830371286097084
0.7400000000000004,0.0,0.0,-1.8252034764642446
0.7500000000000004,0.0,0.0,-1.8600042692231677
0.7600000000000005,0.0,0.0,-1.897688201585333
0.7700000000000005,0.0,0.0,-1.9378388443640118
0.7800000000000005,0.0,0.0,-1.98010090784621
0.7900000000000005,0.0,0.0,-2.0165955192188574
0.8000000000000005,0.0,0.0,-2.0556321183293615
0.8100000000000005,0.0,0.0,-2.096834577484312
0.8200000000000005,0.0,0.0,-2.1398766541575744
0.8300000000000005,0.0,0.0,-2.18447111616287
0.8400000000000005,0.0,0.0,-2.2238573287179246
0.8500000000000005,0.0,0.0,-2.265125927391187
0.8600000000000005,0.0,0.0,-2.3079793616783975
0.8700000000000006,0.0,0.0,-2.3521528318459293
0.8800000000000006,0.0,0.0,-2.379955783396737
0.8900000000000006,0.0,0.0,-2.411105148152541
0.9000000000000006,0.0,0.0,-2.4450403428164136
0.9100000000000006,0.0,0.0,-2.4812978376425012
0.9200000000000006,0.0,0.0,-2.519485796232781
0.9300000000000006,0.0,0.0,-2.5529234600787323
0.9400000000000006,0.0,0.0,-2.578637281564945
0.9500000000000006,0.0,0.0,-2.6077189412952877
0.9600000000000006,0.0,0.0,-2.639552032443374
0.9700000000000006,0.0,0.0,-2.673636245849824
0.9800000000000006,0.0,0.0,-2.7015641949038742
0.9900000000000007,0.0,0.0,-2.7321725941208337
1.0000000000000007,0.0,0.0,-2.7649564391116015
1.0100000000000007,0.0,0.0,-2.799491768834029
1.0200000000000007,0.0,0.0,-2.8354159173747018
1.0300000000000007,0.0,0.0,-2.8656067102470617
1.0400000000000007,0.0,0.0,-2.8975352183331102
1.0500000000000007,0.0,0.0,-2.9308318265363926
1.0600000000000007,0.0,0.0,-2.9651724496994865
1.0700000000000007,0.0,0.0,-2.989808354870424
1.0800000000000007,0.0,0.0,-3.0164857305254733
1.0900000000000007,0.0,0.0,-3.044756880590827
1.1000000000000008,0.0,0.0,-3.07423874190738
1.1100000000000008,0.0,0.0,-3.1046015865904075
1.1200000000000008,0.0,0.0,-3.11771608015632
1.1300000000000008,0.0,0.0,-3.134443262571081
1.1400000000000008,0.0,0.0,-3.1538269284377694
1.1500000000000008,0.0,0.0,-3.1751897394734523
1.1600000000000008,0.0,0.0,-3.1844766851713078
1.1700000000000008,0.0,0.0,-3.197870543633075
1.1800000000000008,0.0,0.0,-3.200367392977942
1.1900000000000008,0.0,0.0,-3.209744994921752
1.2000000000000008,0.0,0.0,-3.2228266772861076
1.2100000000000009,0.0,0.0,-3.2384184218457586
1.2200000000000009,0.0,0.0,-3.245473760017283
1.2300000000000009,0.0,0.0,-3.256394461055071
1.2400000000000009,0.0,0.0,-3.269787502646919
1.2500000000000009,0.0,0.0,-3.284832118894829
1.260000000000001,0.0,0.0,-3.281121643653852
1.270000000000001,0.0,0.0,-3.2869057845875296
1.280000000000001,0.0,0.0,-3.2958710760655157
1.290000000000001,0.0,0.0,-3.3067164283366184
1.300000000000001,0.0,0.0,-3.31868182430318
1.310000000000001,0.0,0.0,-3.314912690444598
1.320000000000001,0.0,0.0,-3.31883245947568
1.330000000000001,0.0,0.0,-3.325121431989065
1.340000000000001,0.0,0.0,-3.3325691623411697
1.350000000000001,0.0,0.0,-3.313324641142383
1.360000000000001,0.0,0.0,-3.298588466284236
1.370000000000001,0.0,0.0,-3.2880438705240707
1.380000000000001,0.0,0.0,-3.2813434414102414
1.390000000000001,0.0,0.0,-3.2781641771197663
1.400000000000001,0.0,0.0,-3.2653421591530245
1.410000000000001,0.0,0.0,-3.248125048126079
1.420000000000001,0.0,0.0,-3.23422162530826
1.430000000000001,0.0,0.0,-3.223158107995599
1.440000000000001,0.0,0.0,-3.214392272923057
1.450000000000001,0.0,0.0,-3.2073129838815237
