time,throttle
0.01,4.312
0.02,4.445479690363751
0.03,4.566509570192389
0.04,4.678105562573705
0.05,4.780921050960167
0.060000000000000005,4.875563244895178
0.07,4.962594208595512
0.08,5.042855428963112
0.09,5.116791436962825
0.09999999999999999,5.184838235417049
0.10999999999999999,5.247434096244548
0.11999999999999998,5.305008311201806
0.12999999999999998,5.3580241779590425
0.13999999999999999,5.406968040946087
0.15,5.452150486150486
0.16,5.493884583373534
0.17,5.531574875321398
0.18000000000000002,5.56632907855405
0.19000000000000003,5.598657788184553
0.20000000000000004,5.6287739155757714
0.21000000000000005,5.656878319686126
0.22000000000000006,5.680842064435866
0.23000000000000007,5.7012753258763
0.24000000000000007,5.720796805277168
0.25000000000000006,5.739476371197087
0.26000000000000006,5.754988908565178
0.2700000000000001,5.767649314949224
0.2800000000000001,5.776395569860286
0.2900000000000001,5.786125180126382
0.3000000000000001,5.796537285578533
0.3100000000000001,5.807426669701275
0.3200000000000001,5.818765766510487
0.3300000000000001,5.827646914440783
0.34000000000000014,5.837184981265959
0.35000000000000014,5.847226963878791
0.36000000000000015,5.860603784964563
0.37000000000000016,5.868431399735095
0.38000000000000017,5.877002097785086
0.3900000000000002,5.886179385841105
0.4000000000000002,5.895866719926274
0.4100000000000002,5.912967279624713
0.4200000000000002,5.919405648523865
0.4300000000000002,5.926780586840844
0.4400000000000002,5.93494472242807
0.45000000000000023,5.947620036416871
0.46000000000000024,5.953727199667783
0.47000000000000025,5.9632704657929745
0.48000000000000026,5.96767606751622
0.49000000000000027,5.973578358865621
0.5000000000000002,5.980708351658125
0.5100000000000002,5.988871455291218
0.5200000000000002,5.9982123903718225
0.5300000000000002,6.005477109044871
0.5400000000000003,6.013826781249058
0.5500000000000003,6.023109329347069
0.5600000000000003,6.034727344748092
0.5700000000000003,6.041680052567626
0.5800000000000003,6.049864438435716
0.5900000000000003,6.059096620762603
0.6000000000000003,6.06955289344156
0.6100000000000003,6.077084333779331
0.6200000000000003,6.085839639844596
0.6300000000000003,6.095637586891307
0.6400000000000003,6.106337440071027
0.6500000000000004,6.109516922828198
0.6600000000000004,6.111823921590812
0.6700000000000004,6.1166092827947764
0.6800000000000004,6.123346297305491
0.6900000000000004,6.125139161855663
0.7000000000000004,6.128162826922324
0.7100000000000004,6.124382464014584
0.7200000000000004,6.124758319913529
0.7300000000000004,6.1285054330571285
0.7400000000000004,6.134775428512231
0.7500000000000004,6.127246566860459
0.7600000000000005,6.125317919066251
0.7700000000000005,6.127695344572723
0.7800000000000005,6.133134907312892
0.7900000000000005,6.125787326121347
0.8000000000000005,6.124715874736331
0.8100000000000005,6.127814864801439
0.8200000000000005,6.133836411629691
0.8300000000000005,6.141998967041934
0.8400000000000005,6.137921553840702
0.8500000000000005,6.139151154672473
0.8600000000000005,6.143759291780884
0.8700000000000006,6.150720063153605
0.8800000000000006,6.098689357471008
0.8900000000000006,6.079936295296113
0.9000000000000006,6.072627629940367
0.9100000000000006,6.0713446122777714
0.9200000000000006,6.073664891677409
0.9300000000000006,6.057441943472319
0.9400000000000006,6.010615363514623
0.9500000000000006,5.993964013104679
0.9600000000000006,5.987335542489466
0.9700000000000006,5.985665277426388
0.9800000000000006,5.953421039709587
0.9900000000000007,5.94184726052605
1.0000000000000007,5.937244603170696
1.0100000000000007,5.936039262638484
1.0200000000000007,5.9365963444479695
1.0300000000000007,5.9088583988225265
1.0400000000000007,5.898105602131848
1.0500000000000007,5.893080825710022
1.0600000000000007,5.890532489550455
1.0700000000000007,5.841624273856574
1.0800000000000007,5.824963217584191
1.0900000000000007,5.8157502111800525
1.1000000000000008,5.809261052521821
1.1100000000000008,5.803757658317712
1.1200000000000008,5.722549735736288
1.1300000000000008,5.700963663423038
1.1400000000000008,5.686695172146155
1.1500000000000008,5.67472997111122
1.1600000000000008,5.619077502778715
1.1700000000000008,5.598179268303032
1.1800000000000008,5.548425705225579
1.1900000000000008,5.526441124305395
1.2000000000000008,5.508229081279872
1.2100000000000009,5.491254820324197
1.2200000000000009,5.444914277388798
1.2300000000000009,5.4222921476816435
1.2400000000000009,5.402558278911626
1.2500000000000009,5.383492941731211
1.260000000000001,5.323182238116658
1.270000000000001,5.297652973871631
1.280000000000001,5.27432111557386
1.290000000000001,5.251538063975796
1.300000000000001,5.228813602351895
1.310000000000001,5.182974753832089
1.320000000000001,5.1557953564196035
1.330000000000001,5.129199201069185
1.340000000000001,5.10267200283039
1.350000000000001,5.035392186953492
1.360000000000001,5.000109827226703
1.370000000000001,4.964717165443853
1.380000000000001,4.930435294437786
1.390000000000001,4.897187962704924
1.400000000000001,4.853004956309285
1.410000000000001,4.803969454419309
1.420000000000001,4.765635041290928
1.430000000000001,4.727501845715474
1.440000000000001,4.689908194378634
1.450000000000001,4.652617462603241
1.460000000000001,4.6071868977403785
1.470000000000001,4.56712402651608
1.480000000000001,4.526110161327552
1.490000000000001,4.4851888640715565
1.500000000000001,4.446267436073282
1.5100000000000011,4.40379261852348
1.5200000000000011,4.360024029658862
1.5300000000000011,4.316137118977695
1.5400000000000011,4.269517050128212
1.5500000000000012,4.2236134961170215
1.5600000000000012,4.17712160907662
1.5700000000000012,4.130373212966882
1.5800000000000012,4.083286272436338
1.5900000000000012,4.070179565971557
1.6000000000000012,4.022051001259503
1.6100000000000012,3.970540643377507
1.6200000000000012,3.918699064050811
1.6300000000000012,3.8667073980151883
1.6400000000000012,3.858083507956849
1.6500000000000012,3.8083004142766406
1.6600000000000013,3.754086026884569
1.6700000000000013,3.6992108052307504
1.6800000000000013,3.644178683931583
1.6900000000000013,3.618853726688993
1.7000000000000013,3.568787737538602
1.7100000000000013,3.5140973884866336
1.7200000000000013,3.458304238566516
1.7300000000000013,3.4021872155005672
1.7400000000000013,3.362314813068305
1.7500000000000013,3.310526565882164
1.7600000000000013,3.2555413851749964
1.7700000000000014,3.1995834226399427
1.7800000000000014,3.1992325068374354
1.7900000000000014,3.1589436007585223
1.8000000000000014,3.1088470273904245
1.8100000000000014,3.0555302343155066
1.8200000000000014,3.0168997031892575
1.8300000000000014,2.9699884893881876
1.8400000000000014,2.9469999666463877
1.8500000000000014,2.908289130702326
1.8600000000000014,2.863955045223428
1.8700000000000014,2.8178879886395762
1.8800000000000014,2.7719511332760653
1.8900000000000015,2.737840691267216
1.9000000000000015,2.7012154885691624
1.9100000000000015,2.6645139143791114
1.9200000000000015,2.6291847674266773
1.9300000000000015,2.5961219160774816
1.9400000000000015,2.568311273041826
1.9500000000000015,2.5429625383944723
1.9600000000000015,2.5204374533270926
1.9700000000000015,2.5010116771148825
1.9800000000000015,2.489764495153713
1.9900000000000015,2.480227226728356
2.0000000000000013,2.4729379179710462
2.010000000000001,2.46808951389095
2.020000000000001,2.4667689203444128
2.0300000000000007,2.467676300085413
2.0400000000000005,2.4725631016390115
2.0500000000000003,2.478968952271597
2.06,2.487176617503218
2.07,2.4971038164991057
2.0799999999999996,2.508660499142259
2.0899999999999994,2.5235277746350353
2.099999999999999,2.539217630870512
2.109999999999999,2.5561328945706117
2.1199999999999988,2.572891644859462
2.1299999999999986,2.5864363158758072
2.1399999999999983,2.595708775128127
2.149999999999998,2.601239014735964
2.159999999999998,2.6033163197690157
2.1699999999999977,2.602210669218422
2.1799999999999975,2.6003654391872755
2.1899999999999973,2.5951908182230086
2.199999999999997,2.587500660889227
2.209999999999997,2.5774964529124302
2.2199999999999966,2.5680518636977157
2.2299999999999964,2.5562358339262734
2.239999999999996,2.542615286922718
2.249999999999996,2.527333500803038
2.259999999999996,2.512393864188006
2.2699999999999956,2.4956673377237917
2.2799999999999954,2.4793422242499297
2.289999999999995,2.461506236964767
2.299999999999995,2.44261036893574
2.3099999999999947,2.4227349153383386
2.3199999999999945,2.40315550025417
2.3299999999999943,2.3825994594737536
2.339999999999994,2.361315019122695
2.349999999999994,2.3393582451121144
2.3599999999999937,2.31862667778966
2.3699999999999934,2.2970538988413725
2.3799999999999932,2.2750230947345536
2.389999999999993,2.252561860258127
2.399999999999993,2.2296992282622887
2.4099999999999926,2.2083064015174285
2.4199999999999924,2.1861642223324624
2.429999999999992,2.163752937055586
2.439999999999992,2.1410832949153566
2.4499999999999917,2.118168657335889
2.4599999999999915,2.0983704654883755
2.4699999999999913,2.0777689554796597
2.479999999999991,2.057127477965884
2.489999999999991,2.0364079795459133
2.4999999999999907,2.0174413657988803
2.5099999999999905,1.9992315226880204
2.5199999999999902,1.9807304766145422
2.52999999999999,1.9622113186838352
2.53999999999999,1.9436117019731276
2.5499999999999896,1.9270105526260954
2.5599999999999894,1.9098245622499204
2.569999999999989,1.892574597689622
2.579999999999989,1.875193009371535
2.5899999999999888,1.8576269787341861
2.5999999999999885,1.8414448591056811
2.6099999999999883,1.8247945446145026
2.619999999999988,1.8079819730322604
2.629999999999988,1.7909550945002144
2.6399999999999877,1.774901636518577
2.6499999999999875,1.7584711643854092
2.6599999999999873,1.741853272766869
2.669999999999987,1.7250001382551685
2.679999999999987,1.7078762002855143
2.6899999999999866,1.6940824980160762
2.6999999999999864,1.6795164299466192
2.709999999999986,1.6649481984732568
2.719999999999986,1.6502681607106313
2.7299999999999858,1.6364291362156673
2.7399999999999856,1.6243157564249335
2.7499999999999853,1.6118404715751353
2.759999999999985,1.599339591994998
2.769999999999985,1.586673561895002
2.7799999999999847,1.573735173347094
