time,dx_obs,dy_obs,dz_obs
0.01,0.0,0.0,0.0
0.02,0.0,0.0,-0.013393863000729938
0.03,0.0,0.0,-0.02520515332582276
0.04,0.0,0.0,-0.03552205479235471
0.05,0.0,0.0,-0.04467275514349775
0.060000000000000005,0.0,0.0,-0.03963119016520881
0.07,0.0,0.0,-0.03844976255897387
0.08,0.0,0.0,-0.04175173223091577
0.09,0.0,0.0,-0.04665330454995852
0.09999999999999999,0.0,0.0,-0.04233236388204174
0.10999999999999999,0.0,0.0,-0.0448693703380433
0.11999999999999998,0.0,0.0,-0.05032346218676277
0.12999999999999998,0.0,0.0,-0.057662897824200435
0.13999999999999999,0.0,0.0,-0.06647059543382017
0.15,0.0,0.0,-0.061395750181614264
0.16,0.0,0.0,-0.06493020322620834
0.17,0.0,0.0,-0.07205450846695795
0.18000000000000002,0.0,0.0,-0.08145107382886246
0.19000000000000003,0.0,0.0,-0.06237938616490943
0.20000000000000004,0.0,0.0,-0.04963516735720873
0.21000000000000005,0.0,0.0,-0.04390844530281543
0.22000000000000006,0.0,0.0,-0.048460299485703594
0.23000000000000007,0.0,0.0,-0.05705771063068614
0.24000000000000007,0.0,0.0,-0.013411050891348135
0.25000000000000006,0.0,0.0,0.022845232298230926
0.26000000000000006,0.0,0.0,0.0516657066702081
0.2700000000000001,0.0,0.0,0.07311974163036597
0.2800000000000001,0.0,0.0,0.08714670004373766
0.2900000000000001,0.0,0.0,0.15731740550173545
0.3000000000000001,0.0,0.0,0.21871271953818172
0.3100000000000001,0.0,0.0,0.2713777782508505
0.3200000000000001,0.0,0.0,0.31553270405846084
0.3300000000000001,0.0,0.0,0.3513942976011747
0.34000000000000014,0.0,0.0,0.4043953973065221
0.35000000000000014,0.0,0.0,0.44886641249838727
0.36000000000000015,0.0,0.0,0.48498859552691714
0.37000000000000016,0.0,0.0,0.5129927807849645
0.38000000000000017,0.0,0.0,0.5330584367682746
0.3900000000000002,0.0,0.0,0.5841491267689192
0.4000000000000002,0.0,0.0,0.6270281338508306
0.4100000000000002,0.0,0.0,0.6619124311589347
0.4200000000000002,0.0,0.0,0.6890734671800568
0.4300000000000002,0.0,0.0,0.7519374317853819
0.4400000000000002,0.0,0.0,0.8063584898017113
0.45000000000000023,0.0,0.0,0.852556172221069
0.46000000000000024,0.0,0.0,0.8907584933382984
0.47000000000000025,0.0,0.0,0.9418229892889183
0.48000000000000026,0.0,0.0,0.9847241795356254
0.49000000000000027,0.0,0.0,1.030829581366954
0.5000000000000002,0.0,0.0,1.068812552163977
0.5100000000000002,0.0,0.0,1.0988151011848906
0.5200000000000002,0.0,0.0,1.1208903761731923
0.5300000000000002,0.0,0.0,1.1349221896181916
0.5400000000000003,0.0,0.0,1.1519957621519727
0.5500000000000003,0.0,0.0,1.1607825587835838
0.5600000000000003,0.0,0.0,1.157178571723072
0.5700000000000003,0.0,0.0,1.1477849177862205
0.5800000000000003,0.0,0.0,1.1439573312445703
0.5900000000000003,0.0,0.0,1.134935031355079
0.6000000000000003,0.0,0.0,1.1229856167467838
0.6100000000000003,0.0,0.0,1.1090867784423577
0.6200000000000003,0.0,0.0,1.0938729612223153
0.6300000000000003,0.0,0.0,1.077981305001508
0.6400000000000003,0.0,0.0,1.0615719661686458
0.6500000000000004,0.0,0.0,1.0449479314147003
0.6600000000000004,0.0,0.0,1.0283268400085683
0.6700000000000004,0.0,0.0,1.0068097081134706
0.6800000000000004,0.0,0.0,0.9863714453167515
0.6900000000000004,0.0,0.0,0.9670908063016264
0.7000000000000004,0.0,0.0,0.9488978645070809
0.7100000000000004,0.0,0.0,0.9317239186414573
0.7200000000000004,0.0,0.0,0.9095664206538528
0.7300000000000004,0.0,0.0,0.8837049967982731
0.7400000000000004,0.0,0.0,0.860046908322416
0.7500000000000004,0.0,0.0,0.8384738163974272
0.7600000000000005,0.0,0.0,0.8187940933396126
0.7700000000000005,0.0,0.0,0.7912241095033505
0.7800000000000005,0.0,0.0,0.7662461792847712
0.7900000000000005,0.0,0.0,0.7436915699366438
0.8000000000000005,0.0,0.0,0.723349656164988
0.8100000000000005,0.0,0.0,0.7050086333471252
0.8200000000000005,0.0,0.0,0.6800447048188706
0.8300000000000005,0.0,0.0,0.6576248778232466
0.8400000000000005,0.0,0.0,0.6375619204160873
0.8500000000000005,0.0,0.0,0.6196441831298967
0.8600000000000005,0.0,0.0,0.6036587079080401
0.8700000000000006,0.0,0.0,0.573935691313446
0.8800000000000006,0.0,0.0,0.5473919485806004
0.8900000000000006,0.0,0.0,0.5238662803319972
0.9000000000000006,0.0,0.0,0.5031277724154841
0.9100000000000006,0.0,0.0,0.4781833529939243
0.9200000000000006,0.0,0.0,0.4562323028109744
0.9300000000000006,0.0,0.0,0.43203928281193377
0.9400000000000006,0.0,0.0,0.4108823817830019
0.9500000000000006,0.0,0.0,0.3925441425151852
0.9600000000000006,0.0,0.0,0.37676840335641715
0.9700000000000006,0.0,0.0,0.35528106033238693
0.9800000000000006,0.0,0.0,0.33669175030610143
0.9900000000000007,0.0,0.0,0.3207702561102079
1.0000000000000007,0.0,0.0,0.3072497069320491
1.0100000000000007,0.0,0.0,0.2958543733889462
1.0200000000000007,0.0,0.0,0.27933230320237146
1.0300000000000007,0.0,0.0,0.2652487032861587
1.0400000000000007,0.0,0.0,0.25335754451057796
1.0500000000000007,0.0,0.0,0.24339126156502053
1.0600000000000007,0.0,0.0,0.23008968916983374
1.0700000000000007,0.0,0.0,0.21886522504791037
1.0800000000000007,0.0,0.0,0.20947172521904173
1.0900000000000007,0.0,0.0,0.20162118523715422
1.1000000000000008,0.0,0.0,0.1950236187889426
1.1100000000000008,0.0,0.0,0.18124938992832915
1.1200000000000008,0.0,0.0,0.16948909156562533
1.1300000000000008,0.0,0.0,0.15950979436778132
1.1400000000000008,0.0,0.0,0.1510443446353189
1.1500000000000008,0.0,0.0,0.1438264591195708
1.1600000000000008,0.0,0.0,0.12803660780775408
1.1700000000000008,0.0,0.0,0.11444532200722264
1.1800000000000008,0.0,0.0,0.10283920846805518
1.1900000000000008,0.0,0.0,0.09296543636705282
1.2000000000000008,0.0,0.0,0.0845694322210864
1.2100000000000009,0.0,0.0,0.0711602912748481
1.2200000000000009,0.0,0.0,0.059690973709939824
1.2300000000000009,0.0,0.0,0.04994092764979407
1.2400000000000009,0.0,0.0,0.04168455116061841
1.2500000000000009,0.0,0.0,0.03469749437627191
1.260000000000001,0.0,0.0,0.02292057421081156
1.270000000000001,0.0,0.0,0.012951466653386848
1.280000000000001,0.0,0.0,0.004593492393528381
