time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r
0.01,1.322333574295044,0.04869046062231064,1.4356030225753784,0.003568024317188266,-0.039902329313401146,0.060662046704820775,-0.009002061229207652,0.051849650295792186,-0.015664419214146585,0.03759169206023216,0.10614870488643648,0.0822501629590988
0.02,1.322333574295044,0.04869046062231064,1.4356030225753784,0.003568024317188266,-0.039902329313401146,0.060662046704820775,-0.009002061229207652,0.051849650295792186,-0.015664419214146585,0.03759169206023216,0.10614870488643648,0.0822501629590988
0.03,1.322333574295044,0.04869046062231064,1.4356030225753784,0.003568024317188266,-0.039902329313401146,0.060662046704820775,-0.009002061229207652,0.051849650295792186,-0.015664419214146585,0.03759169206023216,0.10614870488643648,0.0822501629590988
0.04,1.322333574295044,0.04869046062231064,1.4356030225753784,0.003568024317188266,-0.039902329313401146,0.060662046704820775,-0.009002061229207652,0.051849650295792186,-0.015664419214146585,0.03759169206023216,0.10614870488643648,0.0822501629590988
0.05,1.3216677904129028,0.046831753104925156,1.4401909112930298,0.014696124112012241,-0.04202787205065079,0.02186936554173088,-0.008392525637631725,0.052173273069462435,-0.01128442706554083,-0.002056808676570654,-0.023942053318023675,0.05562714487314224
0.060000000000000005,1.3216677904129028,0.046831753104925156,1.4401909112930298,0.014696124112012241,-0.04202787205065079,0.02186936554173088,-0.008392525637631725,0.052173273069462435,-0.01128442706554083,-0.002056808676570654,-0.023942053318023675,0.05562714487314224
0.07,1.3216677904129028,0.046831753104925156,1.4401909112930298,0.014696124112012241,-0.04202787205065079,0.02186936554173088,-0.008392525637631725,0.052173273069462435,-0.01128442706554083,-0.002056808676570654,-0.023942053318023675,0.05562714487314224
0.08,1.3216677904129028,0.046831753104925156,1.4401909112930298,0.014696124112012241,-0.04202787205065079,0.02186936554173088,-0.008392525637631725,0.052173273069462435,-0.01128442706554083,-0.002056808676570654,-0.023942053318023675,0.05562714487314224
0.09,1.3215421438217163,0.045294683426618576,1.443406343460083,0.02344537883788706,-0.04389292167965759,0.04842370247053644,-0.00845220271164676,0.05198379735647562,-0.00949276541304456,-0.012624936178326607,-0.004083778709173197,0.04487051069736481
0.09999999999999999,1.3215421438217163,0.045294683426618576,1.443406343460083,0.02344537883788706,-0.04389292167965759,0.04842370247053644,-0.00845220271164676,0.05198379735647562,-0.00949276541304456,-0.012624936178326607,-0.004083778709173197,0.04487051069736481
0.10999999999999999,1.3215421438217163,0.045294683426618576,1.443406343460083,0.02344537883788706,-0.04389292167965759,0.04842370247053644,-0.00845220271164676,0.05198379735647562,-0.00949276541304456,-0.012624936178326607,-0.004083778709173197,0.04487051069736481
0.11999999999999998,1.3215421438217163,0.045294683426618576,1.443406343460083,0.02344537883788706,-0.04389292167965759,0.04842370247053644,-0.00845220271164676,0.05198379735647562,-0.00949276541304456,-0.012624936178326607,-0.004083778709173197,0.04487051069736481
0.12999999999999998,1.3215421438217163,0.045294683426618576,1.443406343460083,0.02344537883788706,-0.04389292167965759,0.04842370247053644,-0.00845220271164676,0.05198379735647562,-0.00949276541304456,-0.012624936178326607,-0.004083778709173197,0.04487051069736481
0.13999999999999999,1.3217320442199707,0.04393539950251579,1.4489600658416748,0.03364082702587658,-0.04700949644752858,0.1891445397672168,-0.035265310229963716,0.013549234583693632,-0.008493038675377571,-1.7489725351333618,-2.3020946979522705,-0.14110502600669833
0.15,1.3217320442199707,0.04393539950251579,1.4489600658416748,0.03364082702587658,-0.04700949644752858,0.1891445397672168,-0.035265310229963716,0.013549234583693632,-0.008493038675377571,-1.7489725351333618,-2.3020946979522705,-0.14110502600669833
0.16,1.3217320442199707,0.04393539950251579,1.4489600658416748,0.03364082702587658,-0.04700949644752858,0.1891445397672168,-0.035265310229963716,0.013549234583693632,-0.008493038675377571,-1.7489725351333618,-2.3020946979522705,-0.14110502600669833
0.17,1.3217320442199707,0.04393539950251579,1.4489600658416748,0.03364082702587658,-0.04700949644752858,0.1891445397672168,-0.035265310229963716,0.013549234583693632,-0.008493038675377571,-1.7489725351333618,-2.3020946979522705,-0.14110502600669833
0.18000000000000002,1.321817398071289,0.04276885464787483,1.463698387145996,0.031025052401906603,-0.04693948140629106,0.39011563147289435,-0.12932098759702268,-0.08145770695197727,-0.007920792969617077,-2.347600221633911,-1.7957642078399658,-0.24181826412677743
0.19000000000000003,1.321817398071289,0.04276885464787483,1.463698387145996,0.031025052401906603,-0.04693948140629106,0.39011563147289435,-0.12932098759702268,-0.08145770695197727,-0.007920792969617077,-2.347600221633911,-1.7957642078399658,-0.24181826412677743
0.20000000000000004,1.321817398071289,0.04276885464787483,1.463698387145996,0.031025052401906603,-0.04693948140629106,0.39011563147289435,-0.12932098759702268,-0.08145770695197727,-0.007920792969617077,-2.347600221633911,-1.7957642078399658,-0.24181826412677743
0.21000000000000005,1.321817398071289,0.04276885464787483,1.463698387145996,0.031025052401906603,-0.04693948140629106,0.39011563147289435,-0.12932098759702268,-0.08145770695197727,-0.007920792969617077,-2.347600221633911,-1.7957642078399658,-0.24181826412677743
0.22000000000000006,1.321817398071289,0.04276885464787483,1.463698387145996,0.031025052401906603,-0.04693948140629106,0.39011563147289435,-0.12932098759702268,-0.08145770695197727,-0.007920792969617077,-2.347600221633911,-1.7957642078399658,-0.24181826412677743
0.23000000000000007,1.3171428442001343,0.04682909697294235,1.501308560371399,-0.0299840677014485,0.01605706931742372,0.6795312394077353,-0.1887079471381577,-0.12648049120017354,-0.01448392811915719,-0.267825722694397,-0.9814987182617188,-0.21948558092117298
